encoder_0,encoder_1,encoder_2,encoder_3,encoder_4,encoder_5,encoder_6,encoder_7,encoder_8,encoder_9,encoder_10,encoder_11,encoder_12,encoder_13,encoder_14,encoder_15,encoder_16,encoder_17,encoder_18,encoder_19,encoder_20,encoder_21,encoder_22,encoder_23,encoder_24,encoder_25,encoder_26,encoder_27,encoder_28,encoder_29,encoder_30,encoder_31,encoder_32,encoder_33,encoder_34,encoder_35,encoder_36,encoder_37,encoder_38,encoder_39,encoder_40,encoder_41,encoder_42,encoder_43,encoder_44,encoder_45,encoder_46,encoder_47,encoder_48,encoder_49,encoder_50,encoder_51,encoder_52,encoder_53,encoder_54,encoder_55,encoder_56,encoder_57,encoder_58,encoder_59,encoder_60,encoder_61,encoder_62,encoder_63,encoder_64,encoder_65,encoder_66,encoder_67,encoder_68,encoder_69,encoder_70,encoder_71,encoder_72,encoder_73,encoder_74,encoder_75,encoder_76,encoder_77,encoder_78,encoder_79,encoder_80,encoder_81,encoder_82,encoder_83,encoder_84,encoder_85,encoder_86,encoder_87,encoder_88,encoder_89,encoder_90,encoder_91,encoder_92,encoder_93,encoder_94,encoder_95,encoder_96,encoder_97,encoder_98,encoder_99,encoder_100,encoder_101,encoder_102,encoder_103,encoder_104,encoder_105,encoder_106,encoder_107,encoder_108,encoder_109,encoder_110,encoder_111,encoder_112,encoder_113,encoder_114,encoder_115,encoder_116,encoder_117,encoder_118,encoder_119,encoder_120,encoder_121,encoder_122,encoder_123,encoder_124,encoder_125,encoder_126,encoder_127
0.9999904624716006,0.9139270284633111,0.9423210153321876,5.311734832807235e-06,0.9981127409578664,0.9235004314334844,0.0025269744316324554,0.9988278915473053,0.31563546605176823,0.0026493701913948334,0.8332428685752005,0.8556237978278385,0.9985072827352066,0.9658226973708302,0.9865211709040884,0.9951003846370978,0.8968588850522108,0.001645925424193941,0.001795806951497226,0.6941908971498131,0.9992102527115303,0.45738459445997176,0.9985136578441506,0.2707060534888214,0.9042321861087994,0.001006784571689235,0.657892723398352,0.9960583748910213,0.902087296530463,0.9760447011055993,0.0022229535765140892,0.9762293224036265,0.6656716836877506,0.0019078038413184867,0.9999996567971706,0.004439170050133009,0.953688369285558,0.3210313055774689,0.9827617240412643,0.9999831191493654,0.006191331869206005,0.9441407866180337,0.022316941433079076,0.9915438861986732,0.9997699044620129,0.9609667994493513,0.9411153497544886,0.0032417401363674524,1.9248212451289827e-09,0.0011637659320080209,0.25896097028486526,0.7973437051291659,0.9735090620754364,0.15885004843419484,0.011381544952560637,0.9258858807386917,0.5877564267811379,0.5869046462602314,0.9989871890771426,4.5085717887194396e-07,0.999678249764592,0.998500994290058,0.9984736831874678,0.9999998706883689,0.9722484992512402,0.3248390800705776,0.00040819737681094877,0.0012746288741637898,0.0021558830995217926,0.9818488213888373,0.9998630804522008,0.9821839818606071,0.672464925365725,2.3268377057607605e-05,0.9313247202553918,0.0014637419420470677,0.9805857271890231,0.98727049709882,0.8943553547921491,0.5594365471584748,7.192930586113203e-09,0.04875022097311872,0.055416283620008715,0.9942271288405718,4.04196085250227e-08,0.6386414619746544,0.8334070447389406,0.000356325006319836,0.9980083322033849,0.9997262393422661,0.9421093630161249,0.997754140518742,0.9052333373040433,0.15315960168299753,6.776588821044557e-06,0.9886108319311852,0.9390864474586628,0.9999953844989184,0.0002262459551551994,0.9290480899947446,0.011340908197433273,0.9853344082199362,0.9256559880098719,0.9996323970856308,0.9466470546132145,0.9997173164254509,0.0015830899265795303,0.9999927851290388,0.9997990550140473,0.9992838237873735,0.06204515543972301,0.99839282281337,0.9980287572751381,0.27528062050275637,0.009186276972423706,0.025904903868245115,0.9910335422945514,0.9990813423040777,7.001359776986404e-05,0.9950231008067963,0.9997917100811714,0.9095018097656453,0.864983325630549,0.0032434643709380335,0.017151977014779,0.6126539143023534,0.005358078162469847,0.999991788930802
0.9999822703551111,0.8934835884193335,0.9240444488708572,1.1243314163202974e-05,0.9969448594377661,0.9402950670406746,0.004094465771721558,0.9972698534434671,0.3126150122550181,0.004606315739416066,0.7153058122280056,0.8325005695911597,0.9986859677162025,0.9525761257890417,0.9817345676790566,0.9962698513278875,0.7906019393299606,0.0024758618050824727,0.003828991342248384,0.561489835586757,0.998708144853916,0.5145211467233827,0.9968901351670962,0.23082134943372654,0.9090851182564584,0.0019706049156600403,0.5828354986373067,0.9942837974109168,0.8526162900071245,0.9747051192796623,0.005856875908073648,0.9570220823202884,0.5066298919153209,0.00316032234629671,0.999999089465381,0.008477615840952732,0.9287727618370424,0.25811909102771763,0.9785578851315178,0.9999617440359607,0.006763775331927601,0.9327690134575309,0.04173458387609971,0.9896473210067284,0.9992644339982314,0.9252313152947365,0.9385970769670067,0.008028335954452957,1.0994912395026615e-08,0.0015389787518385889,0.2453965801174021,0.785865032590162,0.9453384397646352,0.1497235782995089,0.014575937303746268,0.9480532816460691,0.5654667698371464,0.6187823428524564,0.9984500164429767,1.384034795483434e-06,0.999530852785143,0.9980727428516496,0.9975497474111901,0.9999996701929739,0.9720637703642531,0.26841994631508653,0.0007332358773006956,0.002436447804280937,0.004925614132976784,0.961323463313359,0.9997644691700012,0.9686565612838341,0.5968307919749952,7.887800432574366e-05,0.9070703254257333,0.0024069818776540617,0.9838582157379689,0.9806426530714296,0.9147429020631099,0.5944353132403146,2.8546466128487354e-08,0.04514559509601492,0.0735317572841039,0.9894597047685623,2.0048320713236048e-07,0.6940888603551577,0.8135051635795504,0.0008117002453033336,0.9965821175917182,0.9995201282513981,0.95566498477006,0.9979760930540036,0.8496022037272267,0.19120269258756165,1.6496048258898023e-05,0.9862079021006971,0.9570440620353697,0.9999835319377999,0.00045222146097772923,0.885825660704367,0.012693357462268608,0.9827964315009144,0.9087643111342963,0.9992142143183865,0.9449986885857281,0.9994846118465396,0.003218341074259676,0.9999835737601536,0.9995785566461064,0.9991768832359453,0.11680680600854638,0.9980472279397775,0.9963288626742287,0.28346730864818864,0.017560297166043168,0.03037281017420133,0.9864024928406439,0.998797709109359,0.0001667001824372346,0.9944580352054623,0.9995670143940888,0.9140880575603586,0.8388084507519243,0.005557459084231834,0.02114882545108272,0.6328366681044012,0.012036889136168044,0.9999839466878111
0.999975792793222,0.8962318832887594,0.9292563158170097,1.4212320631019558e-05,0.9968063613393909,0.9110266551263825,0.004025797340090322,0.997950469797724,0.32937635693674494,0.004284991756664718,0.8046618627193388,0.8354026817409933,0.99758737520755,0.9557486634622818,0.9813839636284762,0.9926029431891482,0.8765554245837567,0.00266726996603449,0.003071898977844078,0.6791806079829577,0.9985727141669705,0.4680388127836558,0.9974273887549421,0.2844667042616707,0.8945175740114096,0.0017373147196163465,0.6361942973656303,0.9938538324977993,0.8827601262890488,0.9691287918671471,0.003780997158948574,0.96763600257543,0.6515240593744853,0.003203254527687164,0.9999988540896724,0.006944349049840408,0.9383862151502995,0.3318989393134219,0.9766422326787852,0.9999590844043819,0.008911998155502799,0.9324732226466416,0.03093697754965328,0.9877881256361202,0.9995311045218301,0.9472329262647775,0.9295996784715538,0.005300900990931498,9.937805493160085e-09,0.0019566081260465593,0.2787898486789036,0.7781586268641688,0.9633881351456418,0.17634491982337894,0.015998254543820926,0.9136437333238221,0.5865053420987492,0.5852436757448768,0.998200089354009,1.4664247453249406e-06,0.9993768664679727,0.9974892473176147,0.9974142119661515,0.9999995382944948,0.9646794257738132,0.3348515958761698,0.0007687893786207008,0.0021884533122370187,0.0036175421398982523,0.9737700993246701,0.9997208749368495,0.973999290072997,0.6520473116486979,5.715353656106533e-05,0.9142617717311157,0.0024978277800357983,0.9745783680968392,0.9826055963390895,0.8813669461246368,0.5600037418395599,3.188345238960058e-08,0.05967305074936451,0.06876607986348066,0.9912483412677684,1.626103435089371e-07,0.6310260070290503,0.8138509001700337,0.0006766435804173483,0.9965353124906502,0.9994638648435876,0.9322266569697766,0.996533025797351,0.8859871134875166,0.17304760300923003,1.8073213350609635e-05,0.9831885579759508,0.9293833648935316,0.9999872021816999,0.00044985799695616553,0.9124606972020131,0.015607362691206416,0.9799074760130524,0.9132482652193961,0.9993032260436104,0.9364998271025846,0.9994442509717995,0.0027312962291245147,0.9999813879962842,0.9995932939511287,0.9987539697910786,0.07815262135457642,0.9973748277207324,0.9967630514873927,0.29151306036987873,0.013728371551211972,0.034726100981486506,0.9869451599292396,0.9983850908815113,0.00015674929460019772,0.9925287264229957,0.999589810511548,0.8937301380254058,0.8450855959735984,0.005170691117461676,0.022577706155251568,0.603618500307096,0.00846886106058924,0.99997919653237
0.9999713006444646,0.8652053243301976,0.9398610397394884,2.4523633882957414e-05,0.9963581202786326,0.9180976880485465,0.0028665081007365903,0.9970316101808124,0.3151635870167217,0.0050565118516639205,0.8138673955299855,0.8040517823635561,0.9970353843444785,0.9561792627963763,0.9832904046387024,0.9934712790165323,0.7893998631809179,0.004649957120923164,0.0037818357745038568,0.6121817441082481,0.9984887228869903,0.41681973189853877,0.997005323613786,0.269093304518338,0.9212293314878873,0.0015844567266145976,0.6455544444104961,0.9921266352111955,0.8484678919926562,0.977067073767211,0.0036067288884750496,0.9643721871634842,0.5886076773050443,0.003852910083072222,0.999998400429218,0.0071623346932826355,0.9260967970809131,0.3221800170281086,0.9765353599950594,0.9999665908201322,0.008023054743022728,0.9509153191179056,0.030837003983002806,0.9885299251341234,0.9994086546475432,0.9282837341899474,0.9290035953931761,0.006463834110614995,1.7580037365854766e-08,0.0019714299020515596,0.2381130595247346,0.7416763064267992,0.9416683472470834,0.16831864714919129,0.020028717325488114,0.9222625776470614,0.5124947661340744,0.5272670666928126,0.9980278299317258,1.8244143651207483e-06,0.9991808848587755,0.9968794584725331,0.9965051163628192,0.9999993415982419,0.968345797444654,0.3116989917888819,0.0009154653032900725,0.0030947816902850305,0.003348037813168747,0.9595587039822321,0.9996086637640295,0.9643217102225,0.6377542442376527,8.566991356754444e-05,0.891938246314106,0.002798167863085671,0.9791980922573601,0.9782950848050959,0.9151005927123305,0.5181663196732199,4.755702560322444e-08,0.05946110184353605,0.06861366622094593,0.992393107123472,2.3441720499782223e-07,0.5928811224543571,0.7959764099886502,0.0011788060606471586,0.9949777606294223,0.9993953222500593,0.9595851476384422,0.9966174006032739,0.8652383844612672,0.1716715923688157,2.7988074101699874e-05,0.9731116040668127,0.9391238540369561,0.9999799663679878,0.0004587545113474089,0.8844245152698041,0.01270831014316204,0.9838035923513835,0.9112530646523666,0.9991351432354315,0.9516110075623007,0.9993321084995965,0.0025887296378754583,0.9999737080707456,0.9994756177691436,0.998494563017258,0.07763452161681048,0.9971278486032148,0.9955375862635476,0.2715515569884193,0.01444532574516272,0.029320104932436853,0.9868775113106125,0.9978720958553953,0.00025104065796780893,0.9939342907471557,0.9995159139719456,0.8501079454746426,0.804855920295646,0.00688375720053234,0.01905910073957967,0.5795206010656985,0.008260843777090274,0.9999837755953987
0.9999890393490285,0.9108396519337159,0.9471676600865313,6.363354681551932e-06,0.9980772030347229,0.9088552938856805,0.002251145125498654,0.9989399595517593,0.32017706513556615,0.0025685700712716614,0.8687424548822471,0.8522324647291367,0.9979253251705743,0.9676583673439385,0.9869916576378963,0.9933966721478669,0.9135377711823908,0.0018801349106096624,0.0016224244811043156,0.7344889475386905,0.9991892777944499,0.42149701079881924,0.9986538784739634,0.29574427224923827,0.9037518665499218,0.000891942860234119,0.6867744961186365,0.9957940732229617,0.9091089233559679,0.975572590356304,0.0016944424198005047,0.9794746054362579,0.7194225923935993,0.0019371886884716662,0.9999996145068856,0.003916600936106576,0.9560816117972145,0.3593069299735538,0.9823116752260211,0.9999842319718315,0.006810023301001914,0.948558638679786,0.018659993355736454,0.991132306055867,0.9998164500502401,0.9658440452479912,0.9373919359526984,0.0026491363780695274,1.869291359659695e-09,0.0012761154088005054,0.2656750272933134,0.7872829499215461,0.9766139289538134,0.16984424132510106,0.012295861753891536,0.9072338621390473,0.5822118985534199,0.5563207407281272,0.9989237510641602,4.5224604524493476e-07,0.9996202823789321,0.9982541228495326,0.9983761937974162,0.9999998464713182,0.9699096942830553,0.3554469697643422,0.00041771289683012957,0.0012594273125553798,0.0017464696424280258,0.9840304663569216,0.9998459292294187,0.9830467794429033,0.6969550783033068,2.0373495188153845e-05,0.9315369067813722,0.0014789173954765382,0.9769546032112386,0.9875892669386783,0.8848091258494528,0.531913918696084,7.571430564726877e-09,0.0555246212427291,0.052725765743195124,0.9950561852809885,3.601839443962144e-08,0.596137293449611,0.8311950162719,0.00035280485892569827,0.9978950891153107,0.9997147701032657,0.9365424256516216,0.9971327714463123,0.9161831399412019,0.14373976303296251,7.360086749018844e-06,0.9863056749143824,0.9248278916049082,0.9999958017220795,0.00021680394372552812,0.9352017919003585,0.011801146142191889,0.9851687677211085,0.9279455369492532,0.9996519016440638,0.9465503662725122,0.9997067124578763,0.0013871239627283613,0.9999921736939191,0.9998003505196188,0.9991066616683615,0.04912589745700752,0.998148602295365,0.9980763646785148,0.2738514427995926,0.007967062829550162,0.026221925672292798,0.9914215197591526,0.9989020521810278,7.161333102608727e-05,0.9946031767545933,0.99979872011404,0.8917472747339467,0.8616291060426956,0.0032349443761054133,0.016774150378724897,0.5925420052331475,0.0043099972018528394,0.9999916425460557
0.999995073031369,0.9018491561225828,0.9641807385448818,3.2683551983474155e-06,0.9985658719870216,0.9209265495539284,0.000840578548615713,0.9994186981905295,0.3006234735048612,0.0014920072421898088,0.8570756831703485,0.8366185090198002,0.99867242076752,0.9774635400323587,0.9932186218668994,0.9940059962448887,0.9023397744591426,0.0012577075911114697,0.0010763097402265573,0.770650371596361,0.9994675914409472,0.37177463501119207,0.9991778764127748,0.29859573322700445,0.9563599689561773,0.0003299651522761079,0.6612271177000658,0.9970726670621881,0.9096996118499336,0.9881106006455092,0.0008989294251573011,0.986225603817444,0.758276525295503,0.0016146194297209577,0.9999998667093413,0.002173518149605572,0.9485961761992494,0.35631815670125694,0.9889150097340609,0.9999951655186993,0.003093113604503569,0.972077279904573,0.01332181843200261,0.9945483736686551,0.9999141576305104,0.9661122785953077,0.956376046858977,0.0016128626701055013,3.83108650369837e-10,0.0006157965447656592,0.274131103954639,0.7656039441851469,0.9779087898932508,0.16911508259470498,0.00957470839739041,0.9141096759071322,0.573957112749017,0.5349504915027803,0.999196963915331,1.2197326428816872e-07,0.9997083120620132,0.9987985457883233,0.9989055043900935,0.999999952677934,0.9826105275616553,0.3695928390829331,0.0002263423936633819,0.0009169769834120627,0.000860928236906831,0.9838330815874724,0.9999169300684586,0.9811854035263279,0.6895486941329657,9.563359709217285e-06,0.9226774504412064,0.0009253897664570863,0.9856701480623545,0.9942657687759034,0.9123596149623994,0.4972446448218409,1.1870507524707655e-09,0.03925720960681103,0.03576745280403084,0.997616782249328,7.768743416059264e-09,0.543292816695332,0.7906246013180839,0.00018250775186284539,0.9978539084048622,0.9998347750169678,0.9666612203544335,0.9986270673794801,0.9102312912646254,0.10875081304517438,3.817717444488303e-06,0.9789651131225094,0.9495142012887329,0.9999983506236432,0.00010376653557427188,0.9272875085122877,0.005370382881132921,0.9916694442356089,0.9561500505632071,0.9998411785668542,0.9732004565889664,0.9998169034225087,0.0007958393288686897,0.9999970694249694,0.9998858130824158,0.9994920330367,0.03358791619518819,0.9990033318390943,0.9989822096805748,0.2652922887355456,0.005933200750360981,0.020370476539738606,0.9947753035824537,0.9991667202485088,5.2317692377518045e-05,0.9969230792732879,0.9999175859414631,0.875616295648575,0.8541337503620163,0.0022573629576152594,0.006351014491726721,0.5496420266281805,0.00273248307241508,0.9999976040669825
0.9999717015476158,0.8790860155985945,0.9443301983728318,1.8881726553489326e-05,0.9965692169989884,0.8847085924750729,0.002500434441492254,0.9984364896669078,0.33262997499616836,0.003689756693107665,0.849339524716611,0.814213253305749,0.9961867333795212,0.9625307355791114,0.9855161253093913,0.9868193173747869,0.8967391968213229,0.003108287261730818,0.002578390602307926,0.7592146298615114,0.9985008659023444,0.3939613402455794,0.9979037389595038,0.3335349132693176,0.9236135578100781,0.001079740901541673,0.6609414562469538,0.9933992484279325,0.8902834705408317,0.9750318769498467,0.002207638636736726,0.9763946208200636,0.7530400690084236,0.003595586502223469,0.9999987563688247,0.005027028279816651,0.9325504927235329,0.39695801694201455,0.9784002606924752,0.9999712530463097,0.008051260298059977,0.951760617107692,0.02242195589265195,0.9881078949366852,0.9997100087707077,0.9530325021563352,0.9307454450718867,0.00358703142981145,7.67543026955223e-09,0.0019068141883555748,0.30498434795892015,0.743911660236895,0.9678375688598985,0.2029109898135669,0.017840635628524292,0.8753616302834216,0.5777920789120848,0.5295008668566883,0.9978912466002616,1.1747512385274467e-06,0.9991089699586335,0.9968368714544102,0.9972033810479833,0.999999471640556,0.966344883327437,0.39677448865337506,0.0007358412722993832,0.0021966010968991543,0.0022319249727826783,0.9758353132660516,0.9996848081413598,0.9713821335650474,0.6808364505784544,4.345424007541475e-05,0.9031078359986846,0.0024365982502018092,0.9706443477526758,0.9873686714041919,0.8736119156469337,0.5024087828836677,2.331607019723604e-08,0.06633653928331894,0.05708213709413997,0.9943666588636998,1.0389903003624577e-07,0.5362071859546086,0.7814855141521289,0.0005887197434524682,0.9954155840226812,0.9994443812547517,0.9375648905013537,0.9958582817104622,0.8964143366675307,0.1437056966099211,2.081773508695844e-05,0.9689516706470903,0.9143293940753529,0.9999901395101833,0.0003763431714089758,0.9143574806247644,0.012819392627694206,0.9824867993311199,0.9314133952586103,0.9994579507360077,0.9507273644920573,0.9994075216376075,0.0020727484794546536,0.9999819427061859,0.9996095980535511,0.998385844506701,0.049330941310335365,0.9971280379550137,0.9973235399466409,0.2921749370233013,0.01100731284534666,0.035215366060991495,0.9890423867318114,0.9977431456917963,0.0001823206186786685,0.9924427804767717,0.9996824829957378,0.8452674281913956,0.8290067517474269,0.005034140877741659,0.015093429580274246,0.5482754991639742,0.005715466449828922,0.9999835191755386
0.9999883101339085,0.8977242364901402,0.9457367149743307,8.072927105085908e-06,0.9978321724031144,0.9264354458137155,0.0022283657531901417,0.9984417871091438,0.30917950994365884,0.003094676868237037,0.8321068357657939,0.8378267909090998,0.9982561957861937,0.964770349734377,0.9867662518597791,0.9952807368025236,0.8539497162549932,0.002371390444659972,0.002172873580732586,0.6533058779743576,0.9991232213924813,0.4320946859415334,0.9982551601353222,0.2624282743838129,0.9178043081534032,0.0010311875106768975,0.658522703926027,0.9952279409699335,0.8832592785102551,0.979118063227627,0.002352916633456296,0.9736667839489553,0.6258636272985822,0.002256520642430537,0.9999995221115524,0.004814860831837916,0.9465483689301256,0.3146722210188157,0.9820753118574467,0.9999831036177447,0.006071111897653293,0.9519913613283674,0.02346806705375502,0.9914786965479923,0.9997093388132888,0.9512664356812093,0.9397207898586498,0.0039042149544912304,3.263211600961963e-09,0.0012400038002501439,0.23857498748668401,0.7767097976583606,0.9637201203818967,0.15606742210112995,0.01342181611332899,0.9298311599281307,0.5466105027193054,0.5562259513296285,0.9988585693506216,5.9066877890836e-07,0.999596598810098,0.9982100084175252,0.9980756476665421,0.9999998168677191,0.9732520696757768,0.3113027786435615,0.00048673195286074334,0.0016588639033880445,0.00223110032606688,0.9754862432050654,0.999820323046696,0.9775689295425233,0.6605480480510881,3.296407279191216e-05,0.9193012794030053,0.0016671524510260178,0.9822610633592245,0.9849733777479813,0.9117424864917826,0.5377613943225343,1.0814938587186593e-08,0.04949794367575144,0.05704577115629118,0.9943260264473829,5.951673547738983e-08,0.6192129658373009,0.8220137340214386,0.0005279642868118162,0.9973778937162441,0.9996822050724835,0.9561324527883368,0.9976969211470059,0.8923692994010846,0.1554384823496015,9.746839836214654e-06,0.9845713022204265,0.9437009778225918,0.9999932137108047,0.000249941310606013,0.914019038078081,0.010485380922957001,0.9865020460425977,0.9230614782591499,0.9995487804003917,0.9532418511117156,0.999659656089898,0.0016580760672083945,0.9999901857081966,0.9997467047633243,0.9991579907765924,0.06455926344039203,0.9982181981870895,0.9974829436791621,0.2663774068684873,0.010030915244840835,0.02440131354245691,0.9905481453896933,0.9988613470188016,0.00010078347004166291,0.9953673409555275,0.9997506189042096,0.8885600971551749,0.8431291921729844,0.004040940521070437,0.016155682978081034,0.5993787432410688,0.005671584920705801,0.9999919895797078
0.9999523625169141,0.8578891535522404,0.9276495296082656,3.870659482107236e-05,0.995094923498416,0.9134595601600537,0.004236877700514747,0.9959506589644138,0.32494882053342483,0.006679776486271326,0.7782721189496644,0.7962954043505651,0.9965267441278093,0.9476021536126268,0.978916805932097,0.99212521647243,0.7779231154859795,0.005431406279785107,0.005247378853860799,0.600158256941605,0.9978538652167693,0.4440992438215507,0.9957725347030645,0.27279424998444085,0.9116131816033692,0.0023539535054203156,0.620470102356795,0.9902863267287638,0.8356713277900121,0.9717499094248505,0.00551633218493471,0.9557098959278867,0.5719974824802869,0.005117786218025988,0.9999969216188065,0.009785427960776407,0.9136381221120725,0.3190956733764731,0.9719089911882879,0.9999383505015176,0.009970535366256904,0.939735966535855,0.039912517038709884,0.9856209082619413,0.999052112164561,0.9153845776462116,0.9223170477032484,0.00900849228310075,4.447398386781106e-08,0.0026459919872816678,0.25521825013356625,0.7387737639735039,0.9324156006895091,0.17746390426239161,0.02315853443162308,0.9186885515106167,0.5274887350253614,0.5468704689044132,0.9972760611238836,3.6564239946280803e-06,0.998883297618271,0.9960584346383081,0.9954985575872645,0.9999987065508759,0.9633808149063413,0.31288530455430125,0.0013063092613520419,0.004078586323049796,0.005010953480611379,0.9514124483837759,0.9994475314352465,0.9569257405846142,0.6188818059622719,0.00014514583999068013,0.8815748443661051,0.003811556942895352,0.9757692229287415,0.9745306450301037,0.9052154100113343,0.5350493486644513,1.1011780793017917e-07,0.06478263920900694,0.07962158829920402,0.9893757311051239,5.416270480417024e-07,0.6086801389771873,0.7864116331763832,0.0015904696246233552,0.9934979227853405,0.9991117452166974,0.9521382419403327,0.9958705605211751,0.8486655463145311,0.18883964642138068,4.638836965429361e-05,0.9704108214711866,0.9357133077351285,0.9999641124041181,0.000711674981410441,0.8721363642191635,0.015923240798808906,0.97954395568359,0.9018770282114462,0.9987404271754506,0.9432120494648633,0.9990268994002879,0.0038303259515696597,0.9999565615154926,0.9992217033290354,0.9980835321594433,0.09610572067706259,0.9963293228440988,0.9942317127122507,0.2857641857975842,0.019196118558654923,0.03619378367853192,0.9832073485355304,0.9972818082667269,0.0003776175532317993,0.9920739423590558,0.9992756084488224,0.8532245654953658,0.7986332003947074,0.008730628327350705,0.023517633810121452,0.5846913642238243,0.011811454666739675,0.9999697763393394
0.999985209818104,0.8902011941697073,0.9365112932105444,1.169513819283907e-05,0.9974838642584746,0.940775308059033,0.0031221435038979923,0.9971489650071749,0.3024309312126343,0.004443348327069506,0.7992014169052765,0.8330106223423958,0.9983998718234216,0.9567759267059625,0.9829880877202015,0.9969735033335362,0.7663330194832632,0.0034161446799031137,0.003245863799602356,0.5270960334343964,0.9989869966259859,0.4639447860618844,0.9973975081761484,0.22302308035194685,0.9029197179449803,0.0017155995275187897,0.6454176814291827,0.9940599688887964,0.8512063498653268,0.9769701453749285,0.004035711883371813,0.9608502843097777,0.484323242614027,0.002583139002395851,0.9999992341508427,0.007236125627885225,0.9423664274746216,0.26677160028742275,0.9788175718054092,0.9999742311244745,0.007144637727946532,0.9439627995518173,0.03278529477352289,0.9906093019464143,0.9994036006323516,0.9319778984043017,0.9340770842158888,0.0068455729869357496,8.997488665788825e-09,0.0015069530926855995,0.20069899183745069,0.7787440116823519,0.9429149510451831,0.13768325146734026,0.015525494314453749,0.9494089434672535,0.5064331503129725,0.5637795705771244,0.9987816200051879,1.1363285408959311e-06,0.9995798843774166,0.998039614562175,0.9974917406768997,0.9999997071346142,0.971294324618039,0.2563338005791472,0.0006702116767206631,0.0023390162687573135,0.00362370229849152,0.9635448934479556,0.9997545324498814,0.9731837011151838,0.6264197155963199,6.650456463662332e-05,0.912817644458067,0.002105282713432551,0.9845671762838502,0.9745995833729743,0.9289537276109348,0.5588531400749672,2.808547565284142e-08,0.04900940583728151,0.07108260425173378,0.991545066756906,1.587871016939918e-07,0.6685308873210488,0.8348120982004177,0.0010040281099505497,0.9970697797898941,0.9996028392945189,0.9629046516457448,0.9976814110071146,0.8684370398904587,0.18703094204045004,1.4660049058194783e-05,0.9868145551630991,0.9527468494071993,0.9999854852601419,0.0003534583001030633,0.893410635998633,0.012347433294829933,0.9852905042565551,0.8989087737761146,0.9992367654109148,0.9468009957711234,0.9995700528391545,0.002304778622843374,0.9999835975848437,0.999631969264863,0.9990873050516426,0.09817253773063116,0.9979462457440723,0.9958268110030973,0.25717838210123345,0.013541754917969046,0.02338628082413601,0.9877911612839675,0.9988083750770409,0.00014347835572088016,0.9954129557544713,0.9995821178135069,0.8949418019190217,0.8283584327836004,0.0055725381617458,0.023080923197081417,0.6286452033374952,0.008551418779222705,0.9999890062631178
